,precip,year,ENDO,centroid_lon,centroid_lat,lake_growth
447,1.2061944007873535,1984,0,107.53521333226804,34.3954297883994,1.3347566026330566
451,0.8803771734237671,1984,0,107.38914757564027,35.04742486295713,2.0573564535668165
453,0.7785799503326416,1984,0,106.92468867552606,35.71682519442663,3.112535608621765
462,0.6955335140228271,1984,0,107.29404592880987,36.41907834873275,2.0446666713064428
472,0.7783362865447998,1984,0,105.75912209031347,35.40401364261692,1.1334921252966639
473,0.7777352929115295,1984,0,104.7317770940167,34.88357141439068,3.594513677057034
475,0.5694169998168945,1984,0,106.910983761353,36.93416319076522,0.37284482165125565
486,0.25418511033058167,1984,0,107.40429714747361,40.17586885889392,1.5364343664541442
487,0.2832331657409668,1984,0,108.29461529068068,41.214488941061326,3.3085922057487838
488,0.3909960389137268,1984,0,106.1419735759524,38.64005586123196,-1.1658892941307086
489,0.26158618927001953,1984,0,106.98149320786378,39.25748198837339,-0.002347023831965611
490,0.3436391353607178,1984,0,106.74864791195739,38.502719670453445,3.3834075132263726
491,0.2727872133255005,1984,0,107.56771733747783,39.02998928593559,0.5904137117848832
492,0.37066537141799927,1984,0,106.74735722437183,38.0065259772334,0.4439661103342196
493,0.277784138917923,1984,0,106.21181854303666,38.15265117360405,-0.15579422736235893
494,0.35012611746788025,1984,0,106.55902547604504,37.463263944390896,1.5565494842225815
495,0.28225958347320557,1984,0,105.92686233242884,37.580399413216924,-1.777926808328197
496,0.2899138331413269,1984,0,104.6140683946251,37.202175748270214,5.020677732298783
497,0.43748363852500916,1984,0,105.91971795270048,36.65381999266975,0.6128026778062107
498,0.3468027710914612,1984,0,103.74062914908883,36.47356440967824,2.817087660207857
499,0.5517037510871887,1984,0,104.91083558262338,35.90480426275116,2.809326274909795
500,0.5535864233970642,1984,0,103.1344019707567,36.01966542905553,0.3714677157911095
501,0.37610912322998047,1984,0,103.25070060395241,36.27025781751656,2.746784797411399
502,0.44017088413238525,1984,0,103.1187104957427,36.46346626694043,0.7964860934036708
503,0.5981370210647583,1984,0,102.91771147089503,36.24746882245089,2.6929492976503266
504,0.9354084134101868,1984,0,103.1769625090528,34.81208995068731,-1.006541963920057
505,0.5125426054000854,1984,0,103.30159652422128,35.81196286398048,3.352703207366241
506,0.9079797267913818,1984,0,101.51217265917386,37.38234685449508,5.893097510216284
